,index,english,translated_from_finnish,translated_from_dutch
965,456627,Please speak more slowly.,Voisitko puhua hitaammin?,Please speak slower. | Please speak slower.
966,456719,She is from France.,Он на kotoisin Francesta.,She's from France.
967,457629,Hungry?,Onko nälkä?,Hungarian?
968,457741,I trust you.,ලූතන් සුනුන්.,I trust you. | I trust you. | I trust you.
969,460021,My favorite color is red.,Punainen na minun lempivärini.,My favorite color is red.
970,460058,I lost my key.,Hukkasin avaimeni. | Hävitin avaimeni.,I lost my key. | I lost my key. | I lost my key. | I lost my key.
971,460198,Crazy!,Hullu! | Hullua!,Look!
972,461908,Where is your dog?,മീസ്സാ പട്ടിയുടെ കൂടെ?,Where is your dog? | Where is your dog?
973,462430,Shut up!,குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக: குறிப்பாக:,Shut up! | Shut up! | Keep your head down! | Shut up! | Be quiet! | Be quiet!
974,462476,Stay there.,Pysy siellä. | Pysykää siellä. | Jää sin. | Jääkää sin.,Stay here.
975,462526,That hurts.,ടൂ സാട്ടു.,That hurts.
976,462578,"The bill, please.","Lasku, kiitos. | Saisinko laskun.","The account, please. | Can I have the account? | Can I have the account please? | The account please."
977,462670,The customer is always right.,Kunden auf aina oikeassa.,The customer is always right. | Sound is king.
978,464282,Turn around.,Käänny ympäri.,Turn around. | Turn around.
979,464290,Turn right.,Käänny oikealle.,Turn right.
980,464330,Wash your hands.,Peskää kätenne.,Wash your hands. | Wash your hands.
981,464546,What do you need?,ඔයාට මොනවද ඕනේ? ඔයාට මොනවද ඕනේ? ඔයාට මොනවද ඕනේ?,What do you need? What do you need? What do you need?
982,464566,What does this mean?,Co to znamená?,What does that mean?
983,466624,What's your phone number?,په جرمني کې د بهرنيو اسنادو رسمي کول,What's your phone number? What's your phone number? What's your phone number?
984,466728,Please wait five minutes.,Odota pět minut. | Odottakaa pět minut.,Please wait five minutes. | Please wait five minutes.
985,467339,Iron is a useful metal.,Rauta auf hyödyllinen metalli.,Iron is a useful metal.
986,467672,Where is your father?,നിനക്കെന്താ പറ്റിയത്?,Where is your father? | Where is your father?
987,469126,She's my sister.,Hän on minun siskoni.,She's my sister. She's my sister. She's my sister.
988,472091,I study Korean.,Minä opiskelen koreaa.,I study Korean.
989,472431,I was wrong.,Olin väärässä.,I was wrong.
990,473177,"Hi, how are you?","terve, mitä kuuluu?","Hey, how are you?"
991,477061,No.,Ei.,No.
992,477086,Yes.,Yes. | Jaa. | Joo.,Yeah.
993,478255,He closed the door.,Hän sulki trouba.,He knocked on the door.
994,478568,I have no friends.,Minulla ei ole ystäviä.,I don't have any friends.
995,481593,Are they friends?,Ovatko అతను ystäviä?,Are they friends?
996,482303,Where is my book?,Missä minun kirjani న?,Where's my book?
997,483350,Guns don't kill people. People kill people.,Aseet eivät tapa ihmisiä. Ihmiset tappavat ihmisiä.,Guns don't kill people. People kill people. | Guns don't kill people. People kill people.
998,484648,Drive safely.,अज़ावारोविस्टी. अज़ावारोविस्टी. अज़ावारोविस्टी. ओले किल्टी अज़ावारोविस्टी.,Ride safely!
999,485099,Thanks anyway.,Díky kuitenkin.,Thank you very much. | Thank you anyway!
1000,486448,I must go now.,Musím jít teď. | Teď minun musí odejít. | Musím jít teď. | Musím jít teď. | Musím jít teď. | Musím odejít teď. | Musím odejít teď.,I have to go now.
1001,487006,Cheers!,Kippis! | Kiitos! | Kiitti! | Hölkynkölkyn!,Thank you! | Cheers! | Health!
1002,487828,Swimming is easy.,ഐസിയയിലെ യൂയിമൈൻ.,Swimming is easy.
1003,493028,Do you know the answer?,നിനക്കറിയാമോ നിന് റെ മറുപടി?,You know the answer?
1004,495717,I'm a journalist.,Já olen novinář.,I'm a journalist.
1005,495838,Please close the door.,"Sulkisitko oven, kiitos. | Laittaisitko oven kiinni. | Voisitko sulkea oven? | Sulje ovi, kiitos.",Please close the door.
1006,497969,See you tomorrow.,明日は明日。,Until tomorrow. | Until tomorrow!
1007,499689,Good afternoon.,සුභ දවසක්.,Good afternoon! | Good afternoon.
1008,499998,I'm just looking.,Minä vain katselen.,I'm just watching.
1009,506446,Don't worry.,(நபியே!) நீர் பார்த்தீரா? நீர் பார்த்தீரா? நீர் பார்த்தீரா? நீர் பார்த்தீரா? நீர் பார்த்தீரா? நீர் பார்த்தீரா? நீர் பார்த்தீரா? நீர் பார்த்தீரா?,Don't worry. | Don't worry. | Don't worry.
1010,506948,Do you smoke?,Tupakoitteko? | Poltatko? | Poltatteko? | Poltatko sinä?,Did you smoke? | Did you smoke? | Did you smoke?
1011,508844,The dog is dead.,Koira na kuollut.,The dog's dead.
1012,513527,Tom was fired.,"汤姆被解雇了,汤姆被解雇了,汤姆被解雇了,汤姆被解雇了,汤姆被解雇了。",Tom was fired. | Tom was fired.
1013,513534,He raised his hands.,Hän nosti kätensä.,He raised his hands.
1014,515472,That's life.,Se on elämää.,That's life. | That's life. | That's the way it's going.
1015,515572,Are you Japanese?,あなたは日本人ですか? | あなたは日本人ですか? | あなたは日本人ですか?,Are you Japanese? | Are you Japanese?
1016,516321,Today is Monday.,ഇന്ന് തിങ്കളാഴ്ച.,Today is Monday. | Today is Monday.
1017,516601,He is poor.,Hän on köyhä.,He's poor.
1018,516745,Goodbye!,Hyvästi! | Näkemiin!,Goodbye! | Goodbye. | Goodbye! | Ciao.
1019,518553,You may go.,Voit gehen. | Voit gehen. | Saat gehen.,You can go. | You can go.
1020,521667,It's a good question.,Se on hyvä kysymys.,It's a good question.
1021,525267,"Tatoeba means ""for example"" in Japanese.",«Tatoeba» означает japaniksi «esimerkiksi».,"Tatoeba is Japanese for ""for example."""
1022,528455,She woke up.,Hän heräsi.,She woke up.
1023,529830,Don't tell anyone this.,මේ ගැන කියන්න එපා.,Don't talk to anybody about this. | Don't tell anybody. | Don't talk!
1024,530595,He ordered a beer.,| Hän tilasi oluen. | Hän tilasi kaljan.,He ordered a beer.
1025,533100,Where is the most beautiful place in the world?,Wo ist der schönste Ort der Welt? | Wo ist der schönste Ort der Welt?,Where is the most beautiful place on Earth?
1026,533746,How's your mother?,ستاسو د مور څه شی دی؟,What about your mother?
1027,535419,Do you have a cellphone?,നിനക്കെന്തെങ്കിലും അറിയാമോ?,Do you have a cell phone? | Do you have a cell phone? | Do you have a cell phone?
1028,538123,Hi.,Hej. | Moro! | Terve.,Hi. | Hi! | Hi!
1029,539017,He likes fishing.,Hän pitää kalastamisesta.,He likes fish.
1030,551318,Why did you lie?,ඇයි ඔයා valehtelit?,Why did you lie? | Why did you lie? | Why did you lie? | Why did you lie? | Why did you lie?
1031,551443,No problem.,Eipä mitään.,No problem.
1032,566026,Time is money.,Aika on rahaa.,Time is money.
1033,567368,I'm a student.,Minä olen opiskelija.,I am a student. | I am a student.
1034,576084,I hate Mondays.,തിങ്കളാഴ്ച കാണാം.,I hate Mondays.
1035,580774,I'm a man.,Olen mies. | Minä olen mies.,I'm a man.
1036,582309,I need help.,උදව් අවශ් යයි.,I need help.
1037,607840,Go to hell!,Painu helvettiin! | Häivy! | Painu helvettii siitä!,Go to hell!
1038,611372,We want complete sentences.,මට ඕනේ kokonaisia lauseita.,We want full sentences. | We want full sentences.
1039,611769,You don't need to call me.,Sinun ei tarvitse soittaa minulle.,You don't have to call me.
1040,619636,Do you come here often?,Ar tu čia dažnai? | Ar tu čia dažnai?,Do you come here often?
1041,628213,Correct!,യോയിക്കൈൻ!,Right! | Right!
1042,628230,We agree.,हम एकमत हैं. हम एकमत हैं. हम एकमत हैं.,We all agree.
1043,630620,This novel is boring.,ഈ റോമാനാനി tylsä ပေါ်မှာ.,This novel is boring.
1044,631038,Jump.,Hyppää. | Hypätkää.,Jump. | Jump!
1045,634028,Do you speak Turkish?,Puhutko turkkia؟,Do you speak Turkish? | Do you speak Turkish? | Do you speak Turkish?
1046,638544,Where is the train station?,Missä na vlakové stanici?,Where is the train station?
1047,647456,Bye!,නහään!,Whoa! | Whoa! | Ciao.
1048,661572,Today is Saturday.,ഇന്ന് ശനിയാഴ്ച.,Today is Saturday.
1049,672229,He ran.,Hän juoksi.,He ran.
1050,672252,You run.,பாலின விகிதம்: பாலின விகிதம்: பாலின விகிதம்: பாலின விகிதம்: ஆண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: ஆண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: ஆண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: ஆண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: ஆண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: ஆண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: ஆண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகிதம்: பெண் விகி,You run. | You run. | You run.
1051,672254,He runs.,Hän laufene.,He's running.
1052,672264,She runs.,Hän laufene.,She's running.
1053,693617,Idiot!,വിഡ്ഢി!,Stupid! Stupid! Stupid! Stupid! Stupid! Stupid! Stupid! Stupid! Stupid!
1054,699465,I'm 18 years old.,Jsem 18 let starý. | Olen kahdeksantoista vuotta starý.,I'm 18 years old.
1055,702472,Colorless green ideas sleep furiously.,| | | | | | | | | | | | | | | | | | | | | | | | | |,Colorless green ideas are woefully asleep.
1056,703304,We're neighbors.,Jsme naapureita. | Jsme naapureita. | Ollaan naapureita. | Jsme naapureita.,We are neighbors.
1057,706874,Happy Mother's Day!,සුභ උපන්දිනයක්!,Happy Mother's Day!
1058,707526,Count to thirty.,இவற்றில் பெரும்பாலானவை விலங்குகளாகும். | | | | | | | | |,count to 30.
1059,740214,I am a woman.,Já olen nainen. | Olen nainen.,I'm a woman.
1060,757414,I'm listening to music.,Kuuntelen musika. | Mä kuuntelen musaa.,I listen to music. | I'm listening to music.
1061,785667,"You may write in any language you want. On Tatoeba, all languages are equal.",تاسو کولی شئ هر هغه ژبه چې غواړئ ولیکئ. Tatoebassa kaikki kielet ovat tasaveroisia. | تاسو کولی شئ هر هغه ژبه چې غواړئ ولیکئ. Tatoebassa kaikki kielet ovat tasa-arvoisia.,"You can write in any language you want. Here in Tatoeba, all languages are the same."
1062,794758,I am not a witch.,En ole noita.,I'm not a fence.
1063,811376,He lives alone.,Hän asuu yksin.,He lives alone.
1064,827295,I hate you.,Já nenávidím tebe. | Vihaan tebe. | Mä nenávian sua.,I hate you.
1065,847863,I'm always hungry.,Olen aina nälkäinen.,I'm always hungry.
1066,854500,Get lost.,Häivy.,Get out of here! | Get up! | Don't go! | Get out of here.
1067,870628,Please continue.,"Jatka, ole hyvä.",Please go on. | Please go on.
1068,881861,I don't have a cat.,Minulla ei ole kissaa.,I don't have a cat.
1069,883062,Choose one.,valitse yksi.,Pick one.
1070,890415,Come!,| Tulka!,Come on!
1071,891930,I want to die with Getter Jaani.,Tahdon kuolla Getter Jaanin kanssa.,I want to die with Getter Jaani.
1072,906328,Run!,Juokse! | Juoskaa!,Run! | Run away! | Run away! | Run away.
1073,914029,What do you think?,මොනාද ඔයා හිතන්නේ?,What do you think? What do you think? What do you think? What do you think?
1074,925077,It is too expensive.,Se on liian kallista. | Se on liian kallis. | Se maksaa příliš.,It's too expensive.
1075,943665,Hooray!,ඉක්මන් කරන්න!,Whoa! | Joepie! | Jippie!
1076,953107,Are you on Facebook?,Ar esate Facebookissa? | Ar esate Facebookissa? | Ar esate Facebookissa?,Are you on Facebook?
1077,953202,Do you like cooking?,നിനക്കെന്താ ഭക്ഷണം കഴിക്കണ്ടേ?,Do you like to cook? | Do you like to cook? | Do you like to cook?
1078,953224,Do you think I'm stupid?,എന്നെ നിഷേധിക്കുന്നുണ്ടോ?,Do you think I'm stupid?
1079,953286,Have you eaten?,| あなたは食べたいですか? | あなたは食べたいですか?,Did you eat?
1080,953296,Have you ever dyed your hair?,Heb je ooit je haren ingehuurd? | Heb je ooit je haren ingehuurd? | Heb je ooit je haren ingehuurd? | Heb je ooit je haren ingehuurd? | Heb je ooit je haren ingehuurd? | Heb je ooit je haren ingehuurd? | Heb je ooit je haren ingehuurd? | Heb je ooit je haren ingehuurd? | Heb je ooit je haren ingehuurd?,Have you ever painted your hair?
1081,953358,How was your summer?,Millainen oli kesäsi?,How was your summer? How was your summer?
1082,953366,I ate too much.,Söin بہت زیادہ.,I ate too much. | I ate too much.
1083,982239,Do you like strawberries?,د لمانځه کوئ؟ | لمانځه کوئ یا نه؟ | لمانځه کوئ یا نه؟ | لمانځه کوئ یا نه؟ | لمانځه کوئ یا نه؟,Do you like strawberries? | Do you like strawberries? | Do you like strawberries?
1084,983650,This is a horse.,මේක on hevonen.,This is a horse. | This is a rose.
1085,987485,"Champagne, please.","Shamppanjaa, kiitos.","Champagne, please."
1086,990384,Grammar is very complicated.,Kielioppi dėl tikrai monimutkaista. | Kielioppi dėl tikrai mutkikasta.,Grammar is very complicated.
1087,993268,He died recently.,Hän kuoli hiljattain.,He just passed away.
1088,997880,I don't drink coffee.,En juo kavos. | Minä en juo kavos.,I don't drink coffee.
1089,1024693,Tom isn't here.,Tom ei ole täällä. | Tom ei ole paikalla. | Tomi ei ole täällä.,Tom's not here.
1090,1026051,Tom doesn't like cats.,Tom ei pidä kissoista. | トム・イ・ハリ・キッソスタ.,Tom doesn't like cats.
1091,1026675,Tom closed his eyes.,Tom sulki silmänsä.,Tom closed his eyes. | Tom closed his eyes.
1092,1027009,Tom blushed.,ടോം punastui.,Tom was flourishing.
1093,1028631,Tom hugged Mary.,ടോമി ഹലാസി മരിയ.,Tom hugged Maria.
1094,1064331,It wasn't my fault.,| Se ei olnud minun vika. | Se ei ollut minun syytäni.,It wasn't my fault. It wasn't my fault. It wasn't my fault.
1095,1071653,Eat your soup before it gets cold.,మీరు jäähtyy కంటే ముందు మీరు keittosi eat.,Eat your soup before it gets cold. | Eat your soup before it gets cold.
1096,1075501,May I put it here?,هل يمكنني وضعها هنا؟ | هل يمكنني وضعها هنا؟ | هل يمكنني وضعها هنا؟ | هل يمكنني وضعها هنا؟ | هل يمكنني وضعها هنا؟ | هل يمكنني وضعها هنا؟ | هل يمكنني وضعها هنا؟ | هل يمكنني وضعها هنا؟ | هل يمكنني وضعها هنا؟ | هل يمكنني وضعها هنا؟,Can I put it down here?
1097,1075502,We should always obey laws.,අපි හැමවෙලේම lakeja පිළිපදින්න ඕනා.,We always have to obey the laws.
1098,1084522,I can't drink milk.,En voi juoda maitoa.,I can't drink milk.
1099,1094582,Tom disappeared.,Tom katosi. | Tomi katosi. | Tomi hävisi.,Tom's gone. | Tom's gone.
1100,1098659,Read this.,| Lukekaa tämä. | Lukekaa tämä.,Read this.
1101,1107280,The cat is black.,ముక్కు న కిస్సా.,The cat is black.
1102,1110791,I'm afraid of heights.,Minulla on korkean paikan kammo. | Pelkään korkeita paikkoja.,I have a heights fear. | I have acrophobia.
1103,1111548,Hop in.,| Liity mukaan.,Get in there.
1104,1122514,I'm a woman.,Já olen nainen. | Olen nainen.,I'm a woman.
1105,1123763,Is she Japanese?,Je to japonec?,Is it Japanese?
1106,1126684,Help me!,Auttakaa minua! | Auta minua!,Help me. | Help me! | Help me!
1107,1151779,Today is Thursday.,ഇന്ന് വ്യാഴാഴ്ച.,Today is Thursday.
1108,1152188,She is stubborn.,Hän on itsepäinen.,She's stubborn.
1109,1164341,Tom overslept.,ടോം nukkui pommiin.,Tom went into a coma.
1110,1194034,I'm not a doctor.,En ole doctorri. | En ole lääkäri. | Minä en ole lääkäri. | Minä en ole doctorri.,I'm not a doctor.
1111,1205289,Welcome to Tatoeba!,සාදරයෙන් පිළිගන්නවා Tatoebaan!,Welcome to Tatoeba. | Welcome to Tatoeba. | Welcome to Tatoeba!
1112,1222816,Horses are animals.,Hevoset ovat eläimiä.,Horses are animals.
1113,1258802,Why did she do that?,ඇයි එයා එහෙම කලේ?,Why did she do that?
1114,1260118,He's in the kitchen.,Hän on keittiössä.,He's in the kitchen.
1115,1276135,This bird can't fly.,Tohle nemůžeš půjčit. | Tohle nemůže půjčit. | Tohle nemůže půjčit.,This bird can't fly.
1116,1276904,I have already finished reading this book.,Olen jo lukenut tämän kirjan loppuun.,I've already read this book.
1117,1283955,That's a lie!,අනේ පස්සට වෙන්න!,What a lie!
1118,1285500,The apple doesn't fall far from the tree.,Ei omena kauas puusta putoa.,The apple doesn't fall far from the tree.
1119,1292208,Don't wait.,ඔටෝටා.,Don't wait.
1120,1299275,Oh no!,Voi ei!,Oh no! | Oh no! | Oh jee!
1121,1300736,Follow that car.,Seuraa tuota autoa. | Seuratkaa tuota autoa.,Follow that car.
1122,1300804,I was at home.,Byl doma. | Já olin doma.,I was at home.
1123,1300904,"She has about 2,000 books.",Hänellä auf etwa 2 000 kirjaa.,"She has about 2,000 books."
1124,1308427,Is it far?,Onko se kaukana?,Is that far?
1125,1327057,Seriously?,Oikeesti? | Corresti?,Really?
1126,1331062,I like horses.,Já pidän Horseista. | Já pidän Horseista.,I love horses. | I love horses.
1127,1342184,Disgusting!,യൂക്യൂട്ട് വാവ!,Amazing! | Goor! | Fish!
1128,1343997,Why do you love me?,ඇයි ඔයා මට ආදරේ කරන්නේ?,Why do you love me?
1129,1359933,As you wish.,Kuten haluatte. | Kuten haluat.,Like you want! | Like you want. | Like you want.
1130,1369314,I have just finished eating.,Olen juuri syönyt loppuun. | Olen juuri lopettanut syömisen.,I just ate. | I just finished eating.
1131,1370839,I want to eat ice cream.,Já chci jíst jäätelöä.,I want to eat ice cream.
1132,1383444,He's a DJ.,Hän on DJ. | Hän on tiskijukka.,He's a DJ.
1133,1387288,What are you waiting for?,Ką tu tiki? | Ką tu tiki?,What are you waiting for? What are you waiting for? What are you waiting for?
1134,1394814,Hold the ball with both hands.,Pitele palloa molemmilla käsillä.,Hold the ball with two hands.
1135,1396177,I'm afraid of dogs.,Pelkään koiria.,I'm afraid of dogs. | I'm afraid of dogs.
1136,1396235,She wants to know who sent the flowers.,"Chce vědět, kdo je to kdo.",She wants to know who sent the flowers. | She's curious who sent the flowers.
1137,1396333,It's already eleven.,Kello na Jo yksitoista.,It's 11 o'clock.
1138,1396428,You look just like your older brother.,පේන විදියට ඒක හරියටම හරි නෑ.,You look like your elder brother.
1139,1399479,Burj Khalifa is currently the tallest skyscraper in the world.,Burj Khalifa na tällä hetkellä world korkein pilvenpiirtäjä.,Khalifa Tower is currently the tallest skyscraper in the world.
1140,1417464,Are you coming?,ඔයා එනවද? ඔයා එනවද? ඔයා එනවද? ඔයා එනවද? ඔයා එනවද?,Are you coming? | Are you coming? | Are you coming?
1141,1423299,"In Japan, the new school year begins in April.",Japanissa نوي lukuvuosi پيل Aprilssa.,"In Japan, the new school year begins in April."
1142,1435651,It rained.,Satoi. | Satoi vettä.,It was raining.
1143,1442219,She disappeared.,Hän katosi.,They disappeared.
1144,1446280,He also speaks French.,Hän auch puhuu ranskaa.,He also speaks French.
1145,1446444,Something happened.,Jotain tapahtui. | Jotakin tapahtui.,Something happened.
1146,1458036,Today is Wednesday.,ഇന്ന് ബുധനാഴ്ച.,Today is Wednesday. | It's Wednesday today.
1147,1486456,Be patient.,பாலின விகிதம்: பாலின விகிதம்: பாலின விகிதம்: பாலின விகிதம்.,Be patient.
1148,1488808,Tom was crying.,Tom itki. | Tomi oli itkemässä. | Tomi huusi. | Tomi oli huutamassa.,Tom was crying.
1149,1495917,Eat slowly.,Syö hitaasti. | Syökää hitaasti.,Eat slowly. | Eat slowly!
1150,1531064,Tom nodded.,ടോം നിയോക്ഖൈ.,Tom nodded.
1151,1553393,Step back.,In: Anna tilaa.,Step back.
1152,1553532,Call me.,Soita minulle.,Call me! | Call me.
1153,1556167,We know.,| Me tiedetään.,We know it.
1154,1627336,Welcome back.,සාදරයෙන් පිළිගන්නවා නැවත.,Welcome back!
1155,1660856,Tom is taking a shower.,ടോമി ജൂപ്പസ്സയില്.,Tom takes a shower.
1156,1722133,Relax.,太田 rennosti. | Rentoudu.,Hurry up. Hurry up. Hurry up. Hurry up. Hurry up. Hurry up. Hurry up. Hurry up. Hurry up. Hurry up. Hurry up. Hurry up. Hurry up. Hurry up. Hurry up.
1157,1730009,Call home!,Soita kotiin!,Call home!
1158,1738962,Stop reading.,Lopeta lukeminenová.,Stop reading.
1159,1802121,Speak!,Puhu! | Puhukaa!,Speak up!
1160,1804273,Look!,Katso! | Katsokaa!,Look!
1161,1815066,Keep reading.,Jatka lukemista. | Jatkakaa lukemista!,Read on.
1162,1830623,Horses eat grass.,Hevoset syövät ruohoa. | Hevoset syövät heinää.,Horses eat grass.
1163,1841177,Hurry home.,കിറൂഹ്ദ ഹോംസ്.,Bring you home. | Come home quickly.
1164,1841180,Release him.,එයාව නිදහස් කරන්න. එයාව නිදහස් කරන්න. එයාව නිදහස් කරන්න. එයාව නිදහස් කරන්න.,Let him go. | Let him go!
1165,1841188,Wait here.,Odota tady. | Odota tady. | Odottakaa tady. | Odottakaa tady. | Odottakaa tady.,Wait here.
1166,1841588,See you later.,പിന്നെ കാണാം.,Bye-bye!
1167,1860499,Don't die.,Älkää kuolko.,Don't die. Don't die.
1168,1868480,Ignore Tom.,♪ ♪ ♪,Forget Tom.
1169,1876041,Thank you.,Tänks. | Kiitos.,Thank you! | Thank you. | Thank you. | Thank you.
1170,1886145,Did you kill Tom?,Tapoitko Tomin? | Tapoitko sinä Tomin?,Did you kill Tom? Did you kill Tom? Did you kill Tom? Did you kill Tom? Did you kill Tom? Did you kill Tom?
1171,1887384,I have to go.,Musím jít. | Musím jít. | Musím jít. | Musím jít. | Musím jít. | Musím jít. | Musím jít teď.,I have to go.
1172,1891110,I'm ready.,Olen valmis. | Mä oon valmis.,I'm done.
1173,1893706,We understand.,Rozumiemy. | Rozumiemy.,We understand it.
1174,1913083,How beautiful!,Kaip kaunista! | Kaip kaunista! | Onpa kaunista!,What a beauty!
1175,1913086,How lovely!,Jak úžasné! | Jak úžasné! | Niin úžasné! | Onpa úžasné! | Onpas úžasné!,What a pleasure!
1176,1913087,Keep it.,pidä se.,Hold on.
1177,1913089,Take it.,ඔටා සෙ.,Take it.
1178,1913092,How strange!,Kaip outoa! | Miten omituista! | Onpa kummallista! | Onpa omituista! | Onpa outoa!,How strange! | How strange!
1179,1916313,Call us.,Soita meille.,Call us.
1180,1916314,Be nice.,Ole kiltisti.,Be nice. | Be nice! | Be good.
1181,1924560,I'm old.,Má oon vanha. | Olen vanha. | Minä olen vanha.,I'm old.
1182,1954263,Ask Tom.,Pytanie Tomilta. | Pytanie Tomilta.,Ask Tom. | Ask Tom.
1183,1954265,Be still.,Ole aloillasi. | Olkaa aloillanne.,Be quiet.
1184,1972633,Get Tom.,ハケカ・トムミ | ハエ・トムミ。,Grab Tom.
1185,1972639,Grab Tom.,Напаа Туомо. | Напаткаа Туомо. | Тарту Туомон. | Тартука Туомон.,Take Tom.
1186,1972649,Show me.,මට පෙන්නන්න.,Show me. | Show me!
1187,2005179,Tom lied.,ടോം വാലതിലി.,Tom was lying.
1188,2005180,Tom lost.,Tomi hävisi. | Tom hävisi.,Tom has lost.
1189,2005181,Tom moved.,Tomi muutti. | Tom liikkui. | Tomi liikkui. | Tomi transitioni.,Tom's moved. | Tom moved.
1190,2005183,Tom quit.,Tomi lopetti. | Tomi luovutti.,Tom stopped. | Tom stopped.
1191,2005184,Tom smiled.,ടോം ഹിമിലി.,Tom smiled. | Tom grinned.
1192,2005185,Tom waved.,ടോമി ഹലോട്ടി കേറ്റ.,Tom whistled.
1193,2005186,Tom yawned.,ടോമി ഹൊകോട്ടീ.,Tom screamed. | Tom screamed.
1194,2005187,Who died?,Kuka kuoli? | Ketkä kuolivat?,Who died? | Who died? | Who died? | Who died? | Who died?
1195,2005188,Tom died.,Tom kuoli. | Tomi kuoli.,Tom has died. | Tom has died.
1196,2005190,Who won?,Kuka voitti? | Ketkä voittivat?,Who won? | Who won?
1197,2005191,Tom won.,ടോം വോട്ടി.,Tom won.
1198,2005192,I won!,Mä voitin!,I won!
1199,2007928,Let's start.,Aloitetaan!,Let's get started. | Let's get started.
1200,2057650,Thanks.,Díky. | Kiitoksia. | Kiitokset. | Kiitti. | Tänks.,Thank you! | Thank you. | Thank you. | Thank you.
1201,2079905,Mars has two moons.,Marsilla na dvou kuuta.,Mars has two moons.
1202,2083030,Who?,කුකා?,Who?
1203,2107594,Tom's sick.,Tom na nemoci.,Tom's sick.
1204,2107667,We overslept.,Já nukuimme příliš myöhään. | Nukuimme příliš dlouho. | Nukuimme pommiin.,We were defeated.
1205,2111159,Tom laughed.,ടോം നൌരോയി.,Tom laughed.
1206,2111170,Tom graduated.,Tomi valmistui. | Tomi sai tutkinnon.,Tom graduated.
1207,2111193,Tom clapped.,ടോം ടപ്പട്ടി.,Tom was clapping.
1208,2111364,They refused.,అతను kieltäytyivät.,They refused.
1209,2111367,They lied.,Он valehtelivat.,They lied.
1210,2111475,Tell Tom.,Керro Tomille.,Tell Tom.
1211,2111483,Take mine.,ഓതാ മൻ.,Take mine.
1212,2111497,Stop lying.,பாலின விகிதம்: பாலின விகிதம்: பாலின விகிதம்: பாலின விகிதம்,Stop lying.
1213,2111608,Look closely.,Katso tarkkaan.,Look carefully.
1214,2111725,I'm home.,"Kotona ollaan! | Hej, tulin kotiin! | Olen kotona. | Minä olen kotona.",I'm home.
1215,2111796,I see.,Já näen. | Näen. | Ymmärrän. | Já ymmärrän.,Ah. | I get it. | Ah yes.
1216,2111832,Get dressed.,Pue päällesi.,Clothes.
1217,2163151,The book is on the table.,எழுத்தறிவு பெற்றவர்கள்: எழுத்தறிவு பெற்றவர்கள்: எழுத்தறிவு பெற்றவர்கள்: எழுத்தறிவு பெற்றவர்கள்,The book is on the table. | The book is on the table.
1218,2203346,I'm shy.,"ओलिन युजोCity name (optional, probably does not need a translation)",I'm shy.
1219,2203607,Who came?,කුකා ටුලි?,Who came? | Who had come?
1220,2233709,This is mine.,ഇത് എന് റെ പണിയാണ്.,This is mine.
1221,2244966,Are you sleeping?,| | | | | | | | | | | | | | | | |,Do you sleep?
1222,2245875,I have cancer.,Mám tu rakovinu.,I have cancer.
1223,2245901,I have time.,Mám čas.,I have time.
1224,2246291,We surrender.,Antaudumme.,We give up.
1225,2247573,I will go.,Minä menen.,I'll go.
1226,2258234,Good morning.,සුභ huomenta.,Good morning! | Good morning.
1227,2346862,This is my computer.,Это на компьютерeni.,This is my computer.
1228,2412739,I have two cats.,Mám dvě kissaa.,I have two cats.
1229,2439040,I don't want to work under these conditions.,මට මේ වගේ දේවල් කරන්න ඕනේ නෑ.,I don't want to work under these conditions.
1230,2499505,Where is the hotel?,Missä na hotelu?,Where is the hotel?
1231,2635485,I have a red bicycle.,Minulla on punainen polkupyörä. | Minulla on punainen pyörä,I have a red bicycle.
1232,2654806,Do you have a dictionary?,നിനക്കെന്തെങ്കിലും രേഖകളുണ്ടോ?,Do you have a dictionary? | Do you have a dictionary?
1233,2900859,Cats are smart.,Kissat ovat älykkäitä. | Kissat ovat fiksuja.,Cats are smart.
