,index,english,translated_from_chinese,translated_from_dutch,translated_from_finnish,translated_from_french,translated_from_german,translated_from_hebrew,translated_from_italian,translated_from_japanese,translated_from_polish,translated_from_russian,translated_from_spanish,translated_from_turkish,translated_from_ukrainian
319,1615,Do whatever he tells you.,"Whatever he tells you, you do it.",Do what he tells you to do.,Do whatever he tells you to do.,Do whatever he tells you.,Do whatever he commands you to do.,Do whatever he tells you to do.,Do whatever he tells you.,Do whatever he says.,Do what he says.,Do whatever he tells you to do.,Do as I say.,Do whatever he tells you.,Do whatever he tells you.
323,1619,May I talk to Ms. Brown?,Can I talk to Miss Brown?,Can I talk to Mrs Brown?,"Can I have Brown on the phone, please?",May I speak to Miss Brown?,May I speak to Miss Brown?,May I speak to Mrs. Brown?,May I speak to Mrs Brown?,"Mr Brown, please.","May I speak to Mrs. Brown, please?",Can I speak to Miss Brown?,May I speak to Mrs. Brown?,May I speak to Mrs Brown?,May I speak to Mrs Brown?
326,1622,What do you want?,What do you want?,What do you want?,What do you want?,What do you want?,What do you want?,What do you want?,What do you want?,What are you looking for?,What do you want?,What do you want?,What do you want?,What do you want?,What do you want?
333,1630,I have a dream.,I have a dream.,I have a dream.,I have a dream.,I have a dream.,I have a dream.,I have a dream.,I have a dream.,I have a dream.,I have a dream.,I have a dream.,I have a dream.,I have a dream.,I have a dream.
347,1644,You look stupid.,You look stupid.,You look stupid.,You look stupid.,You look stupid.,You look stupid.,You look stupid.,You look stupid.,It's so stupid!,You look stupid.,You look like an idiot.,You look stupid.,You look stupid.,You look stupid.
349,1646,My name is Jack.,I'm Jack.,My name is Jack.,My name is Jack.,My name is Jack.,My name is Jack.,My name is Jack.,My name is Jack.,My name is Jack.,My name is Jack.,My name is Jack.,My name is Jack.,My name is Jack.,My name is Jack.
350,1647,I like it very much.,I love it very much.,I like that very much.,I like it so much.,I like it a lot.,I like it very much.,I really like it.,I like it a lot.,I like you very much.,I like it a lot.,I like it a lot.,I like it a lot.,I love him very much.,I like it a lot.
352,1649,How do you say that in Italian?,What does that word say in Italian?,How do you say it in Italian?,How do you say that in Italian?,How do we say that in Italian?,What's it called in Italian?,How do you say it in Italian?,How do you say that in Italian?,What do you say in Italian?,How do you say it in Italian?,How do I put it in Italian?,How do you say that in Italian?,How do you say that in Italian?,How do you say that in Italian?
354,1651,Is it far from here?,Is it far from here?,Is it far from here?,Is it far from here?,How far is it from here?,Is it far from here?,Is it far from here?,Is it far from here?,Is it far from here?,Is it far from here?,Is it far from here?,Is it far from here?,Is he far from here?,Is it far from here?
355,1652,These things aren't mine!,These things aren't mine!,These things aren't mine!,These things aren't mine!,It's none of my business!,That's not my stuff!,Those things aren't mine!,These aren't my things!,These things are not mine.,These things aren't mine!,These aren't my things!,These things aren't mine!,These things aren't mine!,These things aren't mine!
357,1654,Would you like to dance with me?,Would you like to dance with me?,Will you dance with me?,Would you like to dance with me?,Would you like to dance with me?,Are you dancing with me?,Would you like to dance with me?,Would you like to dance with me?,Will you dance with me?,Would you like to dance with me?,Would you like to dance with me?,You dancing with me?,Would you like to dance with me?,Would you like to dance with me?
359,1659,It's not my fault!,It's not my fault!,It's not my fault!,It's not my fault!,It's not my fault!,It's not my fault!,It's not my fault.,It's not my fault!,It's not my fault!,It's not my fault!,It's not my fault!,It's not my fault!,It's not my fault!,It's not my fault.
363,1663,Where are the showers?,Where's the bathroom?,Where are the showers?,Where are the showers?,Where are the showers?,Where are the showers?,Where are the showers?,Where are the showers?,Where's the shower?,Where are the showers?,Where's the shower?,Where are the showers?,Where are the showers?,Where's the shower?
366,1666,I have lost my wallet.,I dropped my wallet.,I lost my wallet.,I've lost my wallet.,I lost my wallet.,I lost my wallet.,I lost my wallet.,I lost my wallet.,I lost my wallet.,I lost my wallet.,I lost my wallet.,I lost my purse.,I lost my wallet.,I've lost my wallet.
376,1679,Thanks to you I've lost my appetite.,"Thanks to you, I've lost my appetite.",It's your fault I lost my appetite.,"I lost my appetite, thanks to you.","Thanks to you, I lost my appetite.","Thanks to you, I lost my appetite.","Thanks to you, I lost my appetite.","Thanks to you, I lost my appetite.",I lost my appetite because of you.,You made me lose my appetite.,It's your fault I lost my appetite.,"Thanks to you, I've lost my appetite.","Thanks to you, I lost my appetite.",You robbed me of my appetite.
386,1689,It is very hot today.,It's hot today.,It's very hot today.,It's really hot today.,"Today, it's very hot.",It's very hot today.,It's very hot today!,It's very hot today.,It's very hot today.,It's very hot today.,It's very hot today.,It's so hot today.,It's very hot today.,It's very hot today.
394,1698,Look at me when I talk to you!,Look at me when I'm talking to you!,Look at me when I'm talking to you!,Look at me when I'm talking to you.,Look at me when I'm talking to you!,Look at me when I talk to you!,Look at me when I'm talking to you!,Look at me when I talk to you!,Look at me when I'm talking!,Look at me when I'm talking to you!,Look at me when I'm talking to you!,Look at me when I'm talking to you!,Look at me when I'm talking to you!,Look at me when I talk to you!
401,1705,I'm tired.,I'm tired.,I'm tired.,I'm tired.,I'm tired!,I'm tired!,I'm tired.,I'm tired!,I'm tired.,I'm tired.,I'm tired.,I'm tired.,I'm tired.,I'm tired.
404,1709,When do we arrive?,When do we get there?,When will we be there?,When are we gonna be there?,How soon do we get here?,When do we arrive?,When do we get there?,When do we get there?,When are we gonna get there?,When do we get there?,When are we coming?,How long are we gonna be there?,When do we get there?,When do we arrive?
405,1710,"The check, please.",Pay the bill.,"The bill, please.","Check, please.","The check, please.","The bill, please.","Check, please.","Check, please.","The bill, please.","Check, please.","Check, please.","Check, please.","Check, please.","The bill, please."
407,1712,I have a headache.,I have a headache.,I have a headache.,I have a headache.,My head hurts.,I have a headache.,I have a headache.,My head hurts.,I have a headache.,My head hurts.,I have a headache.,My head hurts.,I have a headache.,My head hurts.
411,1716,How are you? Did you have a good trip?,How are you? Did you have a good trip?,Have you had a good trip?,How are you?,How are you? Have you had a good trip?,How are you? Did you have a good trip?,How are you? Did the trip go well?,Have you had a good trip?,How are you? How was your trip?,Have you had a good trip?,How are you?,Have you had a good trip?,Did you have a good trip?,How are you? Have you enjoyed your trip?
412,1717,I don't feel well.,I don't feel well.,I don't feel well.,I don't feel good.,I'm not feeling well.,I don't feel well.,I don't feel well.,I don't feel well.,I'm not feeling well.,I don't feel good.,I don't feel well.,I don't feel well.,I don't feel well.,I feel bad.
413,1718,Call the police!,Call the police!,Call the police!,Call the police!,Call the police!,Call the police!,Call the police!,Call the police!,Call the police!,Call the police!,Call the police!,Call the police!,Call the police!,Call the police!
414,1719,It's too expensive!,It's too expensive!,That's too expensive!,It's too expensive!,It's too expensive!,It's too expensive!,It's too expensive!,It's too expensive!,It's too expensive!,It's too expensive!,It's too expensive!,It's too expensive!,It's too expensive!,It's too expensive!
418,1723,Merry Christmas!,Merry Christmas!,Merry Christmas!,Merry Christmas!,Merry Christmas!,Merry Christmas!,Merry Christmas!,Merry Christmas!,Merry Christmas!,Merry Christmas!,Merry Christmas!,Merry Christmas!,Merry Christmas!,Merry Christmas!
439,1744,"The past can only be known, not changed. The future can only be changed, not known.","We can look back on the past, but we can't change it; we can change the future, but we can't predict it.","The past can only be known, not changed. The future can only be changed, not known.","You just know the past, you don't change it, you just change the future, you don't know.","We can only know the past, not change it. We can only change the future, not know it.","One can only know the past, not change it. One can only change the future, not know it.","The past we can only know, not change, the future we can only change, not recognize.","The past can only be known, not changed. The future can only be changed, not known.",The past is known but cannot be changed. The future is unknown but can be changed.,"The past can only be known, not changed. The future can only be changed, not known.","You can only know the past, but you can't change the future, you can only change the future, but you can't know it.","The past can only be known, not changed. The future can only be changed, not known.","The past is just known, it doesn't change, and the future just changes, it doesn't.","The past can only be famous, not changed, the future can only be changed, it is unknown."
